Year,Crop_Name,Month,Market_Price_per_kg,Demand,State
2025,Sugarcane,November,47.65,Medium,Gujarat
2025,Mango,June,43.66,Medium,Maharashtra
2025,Cotton,May,12.8,Low,Kerala
2025,Wheat,May,65.93,Medium,Uttar Pradesh
2025,Tomato,November,60.1,Medium,Maharashtra
2025,Sugarcane,March,127.48,High,Karnataka
2025,Cotton,March,18.8,Low,Tamil Nadu
2025,Cotton,July,46.01,Medium,Karnataka
2025,Corn,January,57.37,Medium,Uttar Pradesh
2025,Cotton,February,92.44,High,Rajasthan
2025,Corn,December,41.04,Medium,Kerala
2025,Corn,October,74.22,High,Telangana
2025,Wheat,May,22.91,Low,Karnataka
2025,Potato,March,34.15,Medium,Telangana
2025,Onion,March,84.75,High,Andhra Pradesh
2025,Wheat,February,113.07,High,Andhra Pradesh
2025,Mango,April,76.3,High,Gujarat
2025,Chilli,June,53.64,Medium,Kerala
2025,Rice,June,59.91,Medium,Tamil Nadu
2025,Banana,June,48.6,Medium,Kerala
2025,Carrot,July,14.0,Low,Andhra Pradesh
2025,Corn,March,107.53,High,Kerala
2025,Corn,January,17.37,Low,Karnataka
2025,Rice,February,10.66,Low,Kerala
2025,Wheat,December,13.42,Low,Uttar Pradesh
2025,Corn,October,66.15,Medium,Karnataka
2025,Wheat,September,11.62,Low,Kerala
2025,Corn,January,119.8,High,Andhra Pradesh
2025,Tomato,May,95.46,High,Tamil Nadu
2025,Corn,August,57.65,Medium,Maharashtra
2025,Wheat,April,115.34,High,Punjab
2025,Chilli,May,88.09,High,Telangana
2025,Potato,February,53.5,Medium,Andhra Pradesh
2025,Onion,December,97.66,High,Karnataka
2025,Potato,April,26.34,Low,Tamil Nadu
2025,Sugarcane,October,90.89,High,Punjab
2025,Potato,July,46.07,Medium,Maharashtra
2025,Potato,May,26.09,Low,Karnataka
2025,Groundnut,January,42.34,Medium,Punjab
2025,Rice,June,24.46,Low,Karnataka
2025,Corn,April,27.0,Low,Gujarat
2025,Rice,September,10.97,Low,Karnataka
2025,Tomato,November,27.78,Low,Andhra Pradesh
2025,Beans,March,60.15,Medium,Telangana
2025,Potato,December,54.03,Medium,Telangana
2025,Corn,October,35.32,Medium,Maharashtra
2025,Wheat,April,28.34,Low,Gujarat
2025,Corn,June,50.65,Medium,Kerala
2025,Sugarcane,July,52.38,Medium,Kerala
2025,Banana,October,101.95,High,Tamil Nadu
2025,Chilli,March,116.83,High,Telangana
2025,Banana,July,45.66,Medium,Kerala
2025,Onion,September,37.05,Medium,Maharashtra
2025,Cotton,November,107.83,High,Andhra Pradesh
2025,Groundnut,December,64.64,Medium,Andhra Pradesh
2025,Tomato,November,96.29,High,Karnataka
2025,Rice,October,77.5,High,Maharashtra
2025,Groundnut,July,34.78,Medium,Punjab
2025,Rice,December,121.86,High,Tamil Nadu
2025,Banana,June,20.95,Low,Tamil Nadu
2025,Carrot,May,25.07,Low,Punjab
2025,Sugarcane,September,15.96,Low,Uttar Pradesh
2025,Onion,March,14.67,Low,Gujarat
2025,Beans,May,65.21,Medium,Rajasthan
2025,Beans,June,124.59,High,Maharashtra
2025,Potato,April,15.89,Low,Karnataka
2025,Rice,November,19.41,Low,Uttar Pradesh
2025,Sugarcane,August,66.23,Medium,Gujarat
2025,Sugarcane,November,28.54,Low,Andhra Pradesh
2025,Cotton,July,43.42,Medium,Maharashtra
2025,Banana,September,12.09,Low,Maharashtra
2025,Sugarcane,May,55.21,Medium,Punjab
2025,Cotton,January,149.66,High,Karnataka
2025,Wheat,April,104.21,High,Karnataka
2025,Beans,June,22.18,Low,Rajasthan
2025,Beans,November,148.13,High,Gujarat
2025,Corn,November,87.86,High,Rajasthan
2025,Tomato,October,20.97,Low,Punjab
2025,Onion,January,11.14,Low,Uttar Pradesh
2025,Corn,September,30.34,Medium,Rajasthan
2025,Wheat,January,102.02,High,Karnataka
2025,Tomato,May,135.14,High,Telangana
2025,Sugarcane,February,74.48,High,Telangana
2025,Beans,June,76.49,High,Karnataka
2025,Corn,June,29.31,Low,Punjab
2025,Banana,April,12.56,Low,Uttar Pradesh
2025,Rice,July,43.58,Medium,Tamil Nadu
2025,Groundnut,August,18.45,Low,Rajasthan
2025,Tomato,March,49.45,Medium,Tamil Nadu
2025,Rice,July,36.99,Medium,Maharashtra
2025,Mango,August,16.27,Low,Punjab
2025,Cabbage,June,135.45,High,Maharashtra
2025,Cotton,July,43.8,Medium,Maharashtra
2025,Carrot,November,10.81,Low,Rajasthan
2025,Beans,July,40.56,Medium,Kerala
2025,Rice,August,16.05,Low,Tamil Nadu
2025,Carrot,December,15.14,Low,Andhra Pradesh
2025,Chilli,April,48.93,Medium,Kerala
2025,Cabbage,November,106.13,High,Rajasthan
2025,Mango,July,82.11,High,Uttar Pradesh
2025,Cotton,April,67.22,Medium,Uttar Pradesh
2025,Chilli,September,26.88,Low,Maharashtra
2025,Cabbage,November,113.85,High,Tamil Nadu
2025,Potato,May,63.69,Medium,Maharashtra
2025,Chilli,June,20.75,Low,Tamil Nadu
2025,Onion,October,147.51,High,Gujarat
2025,Corn,February,27.96,Low,Telangana
2025,Carrot,February,13.26,Low,Gujarat
2025,Cabbage,June,24.99,Low,Andhra Pradesh
2025,Beans,June,53.1,Medium,Andhra Pradesh
2025,Potato,October,12.05,Low,Uttar Pradesh
2025,Beans,February,60.57,Medium,Gujarat
2025,Banana,February,56.11,Medium,Rajasthan
2025,Banana,April,116.4,High,Maharashtra
2025,Cabbage,May,61.58,Medium,Andhra Pradesh
2025,Potato,February,73.65,High,Uttar Pradesh
2025,Potato,November,50.64,Medium,Gujarat
2025,Cabbage,September,28.54,Low,Karnataka
2025,Sugarcane,May,54.27,Medium,Maharashtra
2025,Groundnut,July,100.7,High,Andhra Pradesh
2025,Sugarcane,September,15.03,Low,Gujarat
2025,Cabbage,June,125.53,High,Rajasthan
2025,Sugarcane,July,121.77,High,Tamil Nadu
2025,Rice,November,13.43,Low,Gujarat
2025,Cotton,October,87.04,High,Andhra Pradesh
2025,Cabbage,July,51.2,Medium,Maharashtra
2025,Corn,October,104.62,High,Andhra Pradesh
2025,Mango,December,37.92,Medium,Kerala
2025,Beans,February,28.44,Low,Karnataka
2025,Tomato,November,27.19,Low,Uttar Pradesh
2025,Sugarcane,June,98.14,High,Punjab
2025,Corn,May,41.54,Medium,Uttar Pradesh
2025,Rice,October,88.32,High,Kerala
2025,Onion,February,69.08,Medium,Tamil Nadu
2025,Onion,May,49.72,Medium,Kerala
2025,Carrot,March,36.17,Medium,Telangana
2025,Chilli,November,57.6,Medium,Tamil Nadu
2025,Carrot,July,13.21,Low,Uttar Pradesh
2025,Wheat,August,45.89,Medium,Maharashtra
2025,Banana,March,39.86,Medium,Punjab
2025,Tomato,June,147.73,High,Karnataka
2025,Banana,July,35.36,Medium,Telangana
2025,Mango,July,13.75,Low,Gujarat
2025,Cotton,September,85.37,High,Rajasthan
2025,Wheat,July,130.04,High,Karnataka
2025,Corn,July,106.29,High,Andhra Pradesh
2025,Groundnut,November,53.62,Medium,Uttar Pradesh
2025,Potato,May,133.93,High,Uttar Pradesh
2025,Potato,March,107.63,High,Telangana
2025,Chilli,May,124.22,High,Tamil Nadu
2025,Groundnut,April,11.67,Low,Punjab
2025,Banana,April,137.73,High,Uttar Pradesh
2025,Groundnut,December,10.06,Low,Maharashtra
2025,Sugarcane,January,57.01,Medium,Rajasthan
2025,Corn,August,36.83,Medium,Uttar Pradesh
2025,Onion,October,55.45,Medium,Maharashtra
2025,Groundnut,March,28.15,Low,Karnataka
2025,Chilli,February,24.35,Low,Telangana
2025,Rice,March,31.7,Medium,Telangana
2025,Rice,November,24.72,Low,Gujarat
2025,Banana,May,44.41,Medium,Karnataka
2025,Mango,July,53.69,Medium,Tamil Nadu
2025,Corn,October,37.5,Medium,Andhra Pradesh
2025,Sugarcane,August,27.9,Low,Rajasthan
2025,Rice,December,29.93,Low,Maharashtra
2025,Beans,May,28.92,Low,Andhra Pradesh
2025,Mango,August,28.25,Low,Gujarat
2025,Tomato,February,44.0,Medium,Telangana
2025,Carrot,December,67.02,Medium,Kerala
2025,Corn,November,64.34,Medium,Uttar Pradesh
2025,Rice,March,25.71,Low,Kerala
2025,Potato,May,12.75,Low,Telangana
2025,Potato,November,30.83,Medium,Rajasthan
2025,Chilli,September,27.29,Low,Gujarat
2025,Beans,June,147.6,High,Tamil Nadu
2025,Cotton,December,61.8,Medium,Maharashtra
2025,Chilli,August,97.24,High,Uttar Pradesh
2025,Groundnut,November,87.58,High,Telangana
2025,Sugarcane,July,23.22,Low,Rajasthan
2025,Potato,July,36.5,Medium,Telangana
2025,Groundnut,February,36.03,Medium,Kerala
2025,Onion,March,25.94,Low,Gujarat
2025,Cabbage,October,28.01,Low,Telangana
2025,Sugarcane,May,13.33,Low,Tamil Nadu
2025,Corn,February,23.08,Low,Kerala
2025,Cotton,March,43.13,Medium,Rajasthan
2025,Groundnut,August,21.43,Low,Uttar Pradesh
2025,Beans,December,22.74,Low,Telangana
2025,Cotton,March,51.29,Medium,Maharashtra
2025,Sugarcane,May,15.27,Low,Uttar Pradesh
2025,Potato,April,62.19,Medium,Telangana
2025,Carrot,July,78.73,High,Kerala
2025,Cotton,November,64.76,Medium,Uttar Pradesh
2025,Carrot,December,36.48,Medium,Rajasthan
2025,Beans,October,70.01,High,Uttar Pradesh
2025,Beans,August,52.06,Medium,Uttar Pradesh
2025,Mango,August,12.71,Low,Karnataka
2025,Tomato,November,45.52,Medium,Tamil Nadu
2025,Sugarcane,July,109.18,High,Punjab
2025,Sugarcane,September,53.03,Medium,Punjab
2025,Cotton,January,59.18,Medium,Gujarat
2025,Sugarcane,August,105.42,High,Telangana
2025,Chilli,July,43.47,Medium,Punjab
2025,Wheat,December,87.43,High,Rajasthan
2025,Sugarcane,May,64.95,Medium,Telangana
2025,Chilli,February,63.31,Medium,Punjab
2025,Cabbage,July,102.13,High,Andhra Pradesh
2025,Carrot,September,126.44,High,Uttar Pradesh
2025,Rice,June,51.14,Medium,Maharashtra
2025,Wheat,June,149.34,High,Punjab
2025,Groundnut,November,49.85,Medium,Kerala
2025,Banana,December,72.87,High,Maharashtra
2025,Cotton,July,114.85,High,Karnataka
2025,Rice,October,85.63,High,Gujarat
2025,Onion,April,22.98,Low,Andhra Pradesh
2025,Potato,August,67.11,Medium,Telangana
2025,Banana,July,105.3,High,Rajasthan
2025,Groundnut,February,134.2,High,Punjab
2025,Potato,December,84.82,High,Punjab
2025,Groundnut,May,55.91,Medium,Gujarat
2025,Groundnut,June,22.41,Low,Punjab
2025,Cotton,September,72.72,High,Punjab
2025,Groundnut,March,59.23,Medium,Kerala
2025,Beans,September,46.38,Medium,Punjab
2025,Wheat,January,66.6,Medium,Uttar Pradesh
2025,Cabbage,October,69.14,Medium,Rajasthan
2025,Beans,March,143.01,High,Maharashtra
2025,Rice,March,11.99,Low,Andhra Pradesh
2025,Chilli,September,75.64,High,Andhra Pradesh
2025,Onion,March,24.25,Low,Telangana
2025,Corn,June,143.38,High,Tamil Nadu
2025,Potato,May,52.94,Medium,Rajasthan
2025,Wheat,March,61.16,Medium,Tamil Nadu
2025,Rice,July,20.0,Low,Uttar Pradesh
2025,Chilli,March,52.18,Medium,Kerala
2025,Mango,October,124.98,High,Karnataka
2025,Groundnut,April,61.64,Medium,Kerala
2025,Tomato,July,91.7,High,Rajasthan
2025,Carrot,July,130.61,High,Rajasthan
2025,Beans,December,13.64,Low,Andhra Pradesh
2025,Sugarcane,May,23.32,Low,Gujarat
2025,Sugarcane,December,63.25,Medium,Punjab
2025,Tomato,May,20.59,Low,Punjab
2025,Potato,March,126.53,High,Punjab
2025,Sugarcane,March,126.35,High,Rajasthan
2025,Banana,June,55.7,Medium,Kerala
2025,Carrot,September,31.38,Medium,Karnataka
2025,Cabbage,October,23.1,Low,Maharashtra
2025,Cotton,February,12.45,Low,Kerala
2025,Wheat,September,15.43,Low,Rajasthan
2025,Sugarcane,May,16.73,Low,Andhra Pradesh
2025,Banana,February,31.2,Medium,Andhra Pradesh
2025,Wheat,March,16.85,Low,Telangana
2025,Wheat,February,26.23,Low,Maharashtra
2025,Groundnut,February,36.37,Medium,Tamil Nadu
2025,Rice,December,14.63,Low,Karnataka
2025,Wheat,November,34.07,Medium,Gujarat
2025,Sugarcane,March,61.47,Medium,Karnataka
2025,Banana,May,28.25,Low,Tamil Nadu
2025,Onion,November,148.93,High,Rajasthan
2025,Onion,April,13.81,Low,Rajasthan
2025,Tomato,January,115.53,High,Karnataka
2025,Groundnut,December,91.55,High,Rajasthan
2025,Potato,April,46.24,Medium,Tamil Nadu
2025,Potato,September,121.95,High,Gujarat
2025,Cabbage,September,64.54,Medium,Punjab
2025,Onion,May,112.77,High,Andhra Pradesh
2025,Beans,February,41.8,Medium,Telangana
2025,Cabbage,November,26.69,Low,Andhra Pradesh
2025,Beans,March,29.05,Low,Karnataka
2025,Mango,November,41.4,Medium,Maharashtra
2025,Beans,April,16.76,Low,Andhra Pradesh
2025,Beans,May,29.94,Low,Maharashtra
2025,Potato,October,59.7,Medium,Karnataka
2025,Potato,October,39.71,Medium,Karnataka
2025,Corn,January,52.14,Medium,Punjab
2025,Potato,May,33.85,Medium,Karnataka
2025,Tomato,August,43.81,Medium,Punjab
2025,Cabbage,March,57.46,Medium,Karnataka
2025,Banana,December,22.21,Low,Gujarat
2025,Sugarcane,September,55.07,Medium,Karnataka
2025,Cabbage,July,13.03,Low,Andhra Pradesh
2025,Banana,November,101.98,High,Telangana
2025,Groundnut,October,40.06,Medium,Andhra Pradesh
2025,Banana,June,10.1,Low,Tamil Nadu
2025,Cotton,March,109.58,High,Andhra Pradesh
2025,Carrot,October,102.12,High,Kerala
2025,Rice,October,51.98,Medium,Uttar Pradesh
2025,Rice,August,31.74,Medium,Uttar Pradesh
2025,Beans,July,59.01,Medium,Maharashtra
2025,Sugarcane,November,97.17,High,Punjab
2025,Tomato,March,125.61,High,Uttar Pradesh
2025,Potato,June,25.27,Low,Telangana
2025,Beans,September,55.59,Medium,Andhra Pradesh
2025,Potato,January,60.46,Medium,Andhra Pradesh
2025,Corn,February,110.57,High,Punjab
2025,Rice,September,148.42,High,Telangana
2025,Mango,February,69.94,Medium,Gujarat
2025,Rice,December,15.33,Low,Gujarat
2025,Onion,August,61.48,Medium,Uttar Pradesh
2025,Tomato,March,46.98,Medium,Tamil Nadu
2025,Sugarcane,February,99.15,High,Rajasthan
2025,Tomato,November,29.99,Low,Karnataka
2025,Chilli,October,15.45,Low,Tamil Nadu
2025,Banana,June,11.9,Low,Uttar Pradesh
2025,Groundnut,August,46.75,Medium,Punjab
2025,Sugarcane,February,38.41,Medium,Maharashtra
2025,Groundnut,October,16.61,Low,Gujarat
2025,Beans,April,141.66,High,Gujarat
2025,Onion,May,53.58,Medium,Andhra Pradesh
2025,Wheat,March,59.58,Medium,Punjab
2025,Onion,June,148.72,High,Karnataka
2025,Tomato,October,81.84,High,Telangana
2025,Beans,September,28.19,Low,Karnataka
2025,Cotton,August,11.13,Low,Karnataka
2025,Onion,August,17.74,Low,Punjab
2025,Groundnut,August,68.84,Medium,Rajasthan
2025,Cotton,June,21.93,Low,Uttar Pradesh
2025,Beans,January,18.26,Low,Gujarat
2025,Wheat,March,16.66,Low,Rajasthan
2025,Carrot,March,32.68,Medium,Punjab
2025,Sugarcane,October,21.39,Low,Kerala
2025,Carrot,September,41.99,Medium,Telangana
2025,Banana,September,14.16,Low,Gujarat
2025,Carrot,December,91.95,High,Karnataka
2025,Potato,March,43.19,Medium,Punjab
2025,Rice,June,22.85,Low,Uttar Pradesh
2025,Potato,April,72.69,High,Uttar Pradesh
2025,Onion,June,43.35,Medium,Telangana
2025,Carrot,March,76.39,High,Andhra Pradesh
2025,Onion,March,17.96,Low,Tamil Nadu
2025,Tomato,April,61.84,Medium,Tamil Nadu
2025,Wheat,June,10.05,Low,Rajasthan
2025,Corn,September,120.79,High,Rajasthan
2025,Mango,November,69.34,Medium,Gujarat
2025,Banana,March,42.41,Medium,Maharashtra
2025,Mango,December,83.9,High,Punjab
2025,Beans,February,58.49,Medium,Kerala
2025,Chilli,June,85.0,High,Uttar Pradesh
2025,Tomato,July,20.76,Low,Uttar Pradesh
2025,Beans,October,108.17,High,Uttar Pradesh
2025,Potato,November,145.81,High,Andhra Pradesh
2025,Tomato,December,125.41,High,Rajasthan
2025,Mango,August,40.47,Medium,Rajasthan
2025,Wheat,October,20.31,Low,Gujarat
2025,Wheat,September,11.14,Low,Uttar Pradesh
2025,Corn,December,113.68,High,Punjab
2025,Mango,February,147.39,High,Telangana
2025,Rice,March,88.57,High,Telangana
2025,Carrot,August,55.38,Medium,Maharashtra
2025,Groundnut,May,57.76,Medium,Karnataka
2025,Chilli,December,26.21,Low,Uttar Pradesh
2025,Groundnut,May,29.01,Low,Kerala
2025,Tomato,November,37.17,Medium,Gujarat
2025,Banana,October,93.85,High,Kerala
2025,Banana,November,43.59,Medium,Rajasthan
2025,Tomato,March,56.72,Medium,Uttar Pradesh
2025,Carrot,October,29.24,Low,Rajasthan
2025,Chilli,November,28.52,Low,Andhra Pradesh
2025,Sugarcane,July,31.0,Medium,Tamil Nadu
2025,Potato,September,89.95,High,Maharashtra
2025,Wheat,August,21.91,Low,Kerala
2025,Sugarcane,December,128.51,High,Punjab
2025,Wheat,July,15.9,Low,Rajasthan
2025,Sugarcane,November,22.45,Low,Telangana
2025,Chilli,April,13.42,Low,Punjab
2025,Mango,March,142.46,High,Karnataka
2025,Sugarcane,February,13.39,Low,Maharashtra
2025,Beans,April,69.03,Medium,Gujarat
2025,Cotton,March,117.08,High,Uttar Pradesh
2025,Beans,October,46.62,Medium,Maharashtra
2025,Sugarcane,August,12.7,Low,Punjab
2025,Cabbage,September,46.84,Medium,Rajasthan
2025,Rice,October,60.91,Medium,Uttar Pradesh
2025,Banana,June,43.91,Medium,Telangana
2025,Chilli,July,27.49,Low,Andhra Pradesh
2025,Onion,March,39.28,Medium,Rajasthan
2025,Corn,July,19.67,Low,Maharashtra
2025,Sugarcane,April,50.92,Medium,Maharashtra
2025,Carrot,June,107.3,High,Gujarat
2025,Sugarcane,November,42.01,Medium,Andhra Pradesh
2025,Carrot,November,117.8,High,Gujarat
2025,Groundnut,April,72.52,High,Tamil Nadu
2025,Cabbage,June,95.23,High,Gujarat
2025,Wheat,July,144.34,High,Tamil Nadu
2025,Sugarcane,January,24.24,Low,Punjab
2025,Tomato,April,86.09,High,Uttar Pradesh
2025,Potato,November,50.67,Medium,Gujarat
2025,Onion,August,67.39,Medium,Andhra Pradesh
2025,Rice,May,54.78,Medium,Punjab
2025,Corn,September,98.63,High,Uttar Pradesh
2025,Banana,June,40.44,Medium,Gujarat
2025,Wheat,September,31.38,Medium,Kerala
2025,Cabbage,August,24.23,Low,Telangana
2025,Groundnut,May,139.14,High,Karnataka
2025,Onion,May,15.52,Low,Kerala
2025,Chilli,December,82.49,High,Rajasthan
2025,Sugarcane,September,35.1,Medium,Punjab
2025,Banana,December,120.64,High,Rajasthan
2025,Onion,August,127.25,High,Karnataka
2025,Carrot,May,30.32,Medium,Gujarat
2025,Carrot,October,67.69,Medium,Punjab
2025,Groundnut,September,61.86,Medium,Rajasthan
2025,Banana,June,92.77,High,Karnataka
2025,Cotton,December,59.43,Medium,Maharashtra
2025,Rice,November,38.34,Medium,Telangana
2025,Cotton,September,54.06,Medium,Karnataka
2025,Rice,September,13.15,Low,Telangana
2025,Cabbage,March,18.82,Low,Maharashtra
2025,Wheat,November,114.91,High,Tamil Nadu
2025,Tomato,August,48.9,Medium,Rajasthan
2025,Rice,May,32.64,Medium,Telangana
2025,Mango,March,43.01,Medium,Gujarat
2025,Chilli,March,108.72,High,Uttar Pradesh
2025,Wheat,September,37.5,Medium,Kerala
2025,Banana,February,59.46,Medium,Maharashtra
2025,Sugarcane,January,131.28,High,Maharashtra
2025,Cabbage,May,107.12,High,Kerala
2025,Cabbage,July,11.45,Low,Rajasthan
2025,Mango,January,68.73,Medium,Gujarat
2025,Mango,April,55.14,Medium,Karnataka
2025,Potato,October,125.73,High,Karnataka
2025,Sugarcane,June,82.54,High,Gujarat
2025,Mango,December,18.37,Low,Telangana
2025,Potato,June,104.97,High,Andhra Pradesh
2025,Tomato,April,71.75,High,Tamil Nadu
2025,Wheat,October,145.3,High,Kerala
2025,Beans,October,112.05,High,Kerala
2025,Cotton,April,96.21,High,Telangana
2025,Cabbage,August,44.3,Medium,Kerala
2025,Corn,January,15.25,Low,Uttar Pradesh
2025,Mango,December,57.18,Medium,Kerala
2025,Beans,June,74.83,High,Uttar Pradesh
2025,Beans,June,68.3,Medium,Tamil Nadu
2025,Banana,February,61.97,Medium,Punjab
2025,Beans,December,69.98,Medium,Punjab
2025,Potato,May,141.95,High,Rajasthan
2025,Potato,September,141.24,High,Gujarat
2025,Banana,October,47.45,Medium,Punjab
2025,Onion,February,19.57,Low,Karnataka
2025,Rice,August,57.6,Medium,Andhra Pradesh
2025,Mango,January,44.03,Medium,Andhra Pradesh
2025,Cabbage,January,44.35,Medium,Punjab
2025,Corn,April,10.77,Low,Andhra Pradesh
2025,Carrot,October,66.01,Medium,Andhra Pradesh
2025,Corn,October,24.7,Low,Maharashtra
2025,Potato,April,44.16,Medium,Uttar Pradesh
2025,Beans,August,26.29,Low,Andhra Pradesh
2025,Carrot,March,59.59,Medium,Maharashtra
2025,Wheat,December,56.81,Medium,Karnataka
2025,Carrot,July,61.74,Medium,Tamil Nadu
2025,Mango,November,40.36,Medium,Telangana
2025,Beans,July,23.92,Low,Punjab
2025,Banana,December,38.04,Medium,Rajasthan
2025,Groundnut,December,52.36,Medium,Uttar Pradesh
2025,Cabbage,November,83.77,High,Punjab
2025,Onion,January,33.7,Medium,Maharashtra
2025,Groundnut,November,78.65,High,Andhra Pradesh
2025,Potato,December,17.54,Low,Kerala
2025,Sugarcane,December,30.86,Medium,Telangana
2025,Sugarcane,February,53.79,Medium,Gujarat
2025,Wheat,July,106.92,High,Andhra Pradesh
2025,Potato,July,15.11,Low,Maharashtra
2025,Mango,March,27.77,Low,Rajasthan
2025,Chilli,June,120.51,High,Gujarat
2025,Tomato,August,82.04,High,Kerala
2025,Sugarcane,March,59.87,Medium,Gujarat
2025,Rice,May,25.55,Low,Andhra Pradesh
2025,Groundnut,July,69.26,Medium,Karnataka
2025,Mango,February,36.93,Medium,Rajasthan
2025,Onion,April,57.13,Medium,Telangana
2025,Potato,November,41.54,Medium,Andhra Pradesh
2025,Banana,November,66.3,Medium,Telangana
2025,Wheat,April,78.42,High,Karnataka
2025,Groundnut,April,18.59,Low,Punjab
2025,Wheat,May,105.32,High,Andhra Pradesh
2025,Sugarcane,February,44.66,Medium,Telangana
2025,Tomato,February,21.65,Low,Gujarat
2025,Cotton,March,21.86,Low,Punjab
2025,Groundnut,February,52.35,Medium,Kerala
2025,Wheat,June,72.28,High,Kerala
2025,Mango,September,79.21,High,Karnataka
2025,Rice,November,21.69,Low,Kerala
2025,Mango,October,57.75,Medium,Telangana
2025,Banana,May,18.34,Low,Maharashtra
2025,Cabbage,September,129.3,High,Karnataka
2025,Chilli,November,13.28,Low,Uttar Pradesh
2025,Rice,December,116.87,High,Rajasthan
2025,Rice,March,17.98,Low,Andhra Pradesh
2025,Corn,May,138.69,High,Gujarat
2025,Chilli,June,58.47,Medium,Telangana
2025,Beans,November,114.65,High,Tamil Nadu
2025,Mango,August,83.81,High,Punjab
2025,Tomato,February,111.67,High,Andhra Pradesh
2025,Rice,November,56.78,Medium,Tamil Nadu
2025,Sugarcane,September,61.97,Medium,Punjab
2025,Mango,February,37.18,Medium,Telangana
2025,Groundnut,November,49.54,Medium,Gujarat
2025,Chilli,March,148.41,High,Kerala
2025,Tomato,June,121.92,High,Tamil Nadu
2025,Cotton,March,55.78,Medium,Tamil Nadu
2025,Potato,December,19.84,Low,Rajasthan
2025,Cabbage,April,12.52,Low,Rajasthan
2025,Rice,July,16.61,Low,Gujarat
2025,Sugarcane,May,36.97,Medium,Kerala
2025,Chilli,December,52.27,Medium,Andhra Pradesh
2025,Chilli,January,16.94,Low,Andhra Pradesh
2025,Cotton,March,12.1,Low,Karnataka
2025,Onion,September,33.48,Medium,Tamil Nadu
2025,Groundnut,January,24.57,Low,Karnataka
2025,Onion,February,96.55,High,Maharashtra
2025,Mango,October,21.43,Low,Punjab
2025,Groundnut,January,17.61,Low,Rajasthan
2025,Carrot,March,31.06,Medium,Gujarat
2025,Cabbage,October,19.98,Low,Kerala
2025,Chilli,February,40.66,Medium,Uttar Pradesh
2025,Rice,September,55.89,Medium,Andhra Pradesh
2025,Sugarcane,October,58.75,Medium,Rajasthan
2025,Banana,August,54.1,Medium,Rajasthan
2025,Mango,March,19.57,Low,Uttar Pradesh
2025,Potato,October,29.01,Low,Punjab
2025,Onion,June,13.52,Low,Andhra Pradesh
2025,Potato,November,36.38,Medium,Rajasthan
2025,Groundnut,August,25.0,Low,Kerala
2025,Wheat,December,13.76,Low,Kerala
2025,Potato,February,26.62,Low,Rajasthan
2025,Onion,August,19.97,Low,Telangana
2025,Rice,May,78.49,High,Andhra Pradesh
2025,Banana,October,77.49,High,Telangana
2025,Chilli,February,19.0,Low,Uttar Pradesh
2025,Chilli,December,54.88,Medium,Rajasthan
2025,Carrot,August,64.62,Medium,Maharashtra
2025,Carrot,January,130.58,High,Maharashtra
2025,Beans,June,35.68,Medium,Punjab
2025,Tomato,January,20.11,Low,Punjab
2025,Beans,December,12.05,Low,Tamil Nadu
2025,Tomato,October,97.63,High,Telangana
2025,Groundnut,February,115.01,High,Gujarat
2025,Beans,September,24.75,Low,Uttar Pradesh
2025,Beans,February,109.23,High,Telangana
2025,Onion,December,86.63,High,Andhra Pradesh
2025,Potato,November,15.66,Low,Telangana
2025,Potato,March,84.32,High,Karnataka
2025,Banana,December,56.44,Medium,Telangana
2025,Potato,November,52.15,Medium,Karnataka
2025,Carrot,December,15.57,Low,Andhra Pradesh
2025,Onion,November,56.87,Medium,Uttar Pradesh
2025,Sugarcane,December,132.96,High,Maharashtra
2025,Carrot,June,66.11,Medium,Gujarat
2025,Chilli,December,16.63,Low,Kerala
2025,Wheat,February,25.53,Low,Rajasthan
2025,Carrot,April,19.79,Low,Telangana
2025,Cabbage,November,23.7,Low,Rajasthan
2025,Rice,May,104.36,High,Kerala
2025,Banana,June,10.67,Low,Punjab
2025,Sugarcane,April,100.24,High,Uttar Pradesh
2025,Wheat,September,26.57,Low,Gujarat
2025,Wheat,July,49.59,Medium,Maharashtra
2025,Beans,March,108.16,High,Punjab
2025,Groundnut,November,16.9,Low,Tamil Nadu
2025,Groundnut,April,28.69,Low,Uttar Pradesh
2025,Potato,February,45.6,Medium,Gujarat
2025,Cotton,March,54.69,Medium,Uttar Pradesh
2025,Rice,March,68.08,Medium,Maharashtra
2025,Sugarcane,November,97.43,High,Uttar Pradesh
2025,Mango,July,15.7,Low,Uttar Pradesh
2025,Onion,March,126.9,High,Gujarat
2025,Sugarcane,August,26.85,Low,Telangana
2025,Chilli,March,13.17,Low,Kerala
2025,Potato,May,13.33,Low,Rajasthan
2025,Potato,June,66.17,Medium,Kerala
2025,Tomato,May,111.33,High,Gujarat
2025,Cabbage,January,28.13,Low,Rajasthan
2025,Cotton,October,128.07,High,Rajasthan
2025,Tomato,March,18.93,Low,Tamil Nadu
2025,Carrot,November,29.27,Low,Karnataka
2025,Banana,August,78.07,High,Gujarat
2025,Cabbage,July,103.36,High,Uttar Pradesh
2025,Rice,April,59.76,Medium,Karnataka
2025,Potato,September,10.15,Low,Karnataka
2025,Banana,June,24.96,Low,Maharashtra
2025,Carrot,December,59.7,Medium,Maharashtra
2025,Corn,July,60.12,Medium,Rajasthan
2025,Sugarcane,May,63.33,Medium,Maharashtra
